pricing_id,route_id,fuel_surcharge_usd,port_charge_usd,demand_factor,risk_surcharge_usd,target_margin_percent
P06501,RB06501,95.0,115.0,1.0,100.0,14.0
P06502,RB06502,125.0,70.0,0.95,55.0,13.0
P06503,RB06503,130.0,70.0,0.95,60.0,13.0
P06504,RB06504,130.0,70.0,0.95,65.0,13.0
P06505,RB06505,130.0,70.0,0.95,70.0,13.0
P06506,RB06506,115.0,95.0,1.0,75.0,14.0
P06507,RB06507,115.0,100.0,1.0,80.0,14.0
P06508,RB06508,120.0,100.0,1.0,85.0,14.0
P06509,RB06509,110.0,95.0,1.05,65.0,13.0
P06510,RB06510,110.0,100.0,1.05,70.0,13.0
P06511,RB06511,110.0,100.0,1.05,75.0,14.0
P06512,RB06512,125.0,75.0,0.95,80.0,13.0
P06513,RB06513,125.0,75.0,0.95,85.0,14.0
P06514,RB06514,115.0,80.0,0.95,45.0,12.0
P06515,RB06515,115.0,80.0,0.95,50.0,12.0
P06516,RB06516,115.0,85.0,0.95,55.0,13.0
P06517,RB06517,120.0,85.0,0.95,60.0,13.0
P06518,RB06518,105.0,100.0,0.95,75.0,13.0
P06519,RB06519,110.0,105.0,0.95,85.0,14.0
P06520,RB06520,90.0,80.0,1.05,45.0,13.0
P06521,RB06521,95.0,80.0,1.05,50.0,13.0
P06522,RB06522,95.0,80.0,1.05,55.0,14.0
P06523,RB06523,110.0,75.0,1.05,45.0,13.0
P06524,RB06524,110.0,75.0,1.05,50.0,13.0
P06525,RB06525,95.0,70.0,1.15,45.0,13.0
P06526,RB06526,95.0,75.0,1.15,50.0,13.0
P06527,RB06527,95.0,75.0,1.15,55.0,14.0
P06528,RB06528,75.0,105.0,1.1,85.0,14.0
P06529,RB06529,75.0,110.0,1.1,90.0,14.0
P06530,RB06530,80.0,110.0,1.1,95.0,15.0
P06531,RB06531,125.0,75.0,1.0,25.0,12.0
P06532,RB06532,130.0,75.0,1.0,30.0,12.0
P06533,RB06533,130.0,75.0,1.0,35.0,13.0
P06534,RB06534,105.0,115.0,1.05,90.0,14.0
P06535,RB06535,105.0,115.0,1.05,95.0,15.0
P06536,RB06536,105.0,120.0,1.05,100.0,15.0
P06537,RB06537,85.0,100.0,1.05,55.0,14.0
P06538,RB06538,85.0,100.0,1.05,60.0,14.0
P06539,RB06539,85.0,100.0,1.05,65.0,14.0
P06540,RB06540,85.0,105.0,1.05,70.0,14.0
P06541,RB06541,125.0,95.0,0.95,30.0,12.0
P06542,RB06542,135.0,85.0,1.0,75.0,13.0
P06543,RB06543,135.0,85.0,1.0,85.0,14.0
P06544,RB06544,95.0,80.0,0.9,25.0,12.0
P06545,RB06545,95.0,80.0,0.9,30.0,12.0
P06546,RB06546,95.0,80.0,0.9,35.0,13.0
P06547,RB06547,95.0,80.0,0.9,40.0,13.0
P06548,RB06548,110.0,55.0,1.0,55.0,12.0
P06549,RB06549,110.0,55.0,1.0,60.0,12.0
P06550,RB06550,110.0,55.0,1.0,65.0,13.0
P06551,RB06551,130.0,85.0,1.0,70.0,13.0
P06552,RB06552,130.0,85.0,1.0,75.0,14.0
P06553,RB06553,130.0,85.0,1.0,80.0,14.0
P06554,RB06554,135.0,90.0,1.0,85.0,14.0
P06555,RB06555,105.0,70.0,0.95,25.0,12.0
P06556,RB06556,105.0,70.0,0.95,35.0,13.0
P06557,RB06557,115.0,100.0,1.15,75.0,13.0
P06558,RB06558,115.0,100.0,1.15,80.0,13.0
P06559,RB06559,155.0,115.0,1.0,40.0,13.0
P06560,RB06560,155.0,115.0,1.0,45.0,13.0
P06561,RB06561,110.0,115.0,0.95,90.0,14.0
P06562,RB06562,110.0,120.0,0.95,95.0,14.0
P06563,RB06563,100.0,80.0,0.95,75.0,14.0
P06564,RB06564,100.0,85.0,0.95,80.0,14.0
P06565,RB06565,100.0,85.0,0.95,85.0,14.0
P06566,RB06566,120.0,80.0,1.05,70.0,13.0
P06567,RB06567,120.0,80.0,1.05,75.0,14.0
P06568,RB06568,120.0,85.0,1.05,80.0,14.0
P06569,RB06569,120.0,85.0,1.05,85.0,14.0
P06570,RB06570,80.0,105.0,0.95,65.0,13.0
P06571,RB06571,80.0,105.0,0.95,70.0,13.0
P06572,RB06572,80.0,110.0,0.95,75.0,14.0
P06573,RB06573,115.0,75.0,1.05,55.0,12.0
P06574,RB06574,110.0,60.0,1.0,30.0,12.0
P06575,RB06575,110.0,60.0,1.0,35.0,13.0
P06576,RB06576,110.0,60.0,1.0,40.0,13.0
P06577,RB06577,130.0,55.0,0.95,45.0,12.0
P06578,RB06578,130.0,55.0,0.95,50.0,12.0
P06579,RB06579,135.0,55.0,0.95,55.0,13.0
P06580,RB06580,80.0,110.0,1.1,85.0,14.0
P06581,RB06581,80.0,110.0,1.1,90.0,14.0
P06582,RB06582,80.0,115.0,1.1,95.0,15.0
P06583,RB06583,125.0,100.0,1.05,95.0,15.0
P06584,RB06584,125.0,100.0,1.05,100.0,15.0
P06585,RB06585,125.0,100.0,1.05,105.0,15.0
P06586,RB06586,125.0,105.0,1.05,110.0,15.0
P06587,RB06587,115.0,100.0,0.95,35.0,13.0
P06588,RB06588,130.0,110.0,1.0,60.0,12.0
P06589,RB06589,130.0,110.0,1.0,65.0,13.0
P06590,RB06590,130.0,115.0,1.0,70.0,13.0
P06591,RB06591,90.0,85.0,1.1,90.0,14.0
P06592,RB06592,95.0,85.0,1.1,95.0,15.0
P06593,RB06593,95.0,85.0,1.1,100.0,15.0
P06594,RB06594,95.0,90.0,1.1,105.0,15.0
P06595,RB06595,120.0,60.0,1.1,55.0,14.0
P06596,RB06596,120.0,60.0,1.1,55.0,14.0
P06597,RB06597,130.0,70.0,1.0,60.0,12.0
P06598,RB06598,135.0,105.0,0.95,35.0,13.0
P06599,RB06599,135.0,110.0,0.95,40.0,13.0
P06600,RB06600,80.0,80.0,1.0,65.0,13.0
P06601,RB06601,85.0,85.0,1.0,75.0,14.0
P06602,RB06602,135.0,105.0,1.0,35.0,12.0
P06603,RB06603,140.0,110.0,1.0,40.0,12.0
P06604,RB06604,140.0,110.0,1.0,45.0,13.0
P06605,RB06605,140.0,115.0,1.0,50.0,13.0
P06606,RB06606,115.0,60.0,0.95,35.0,12.0
P06607,RB06607,115.0,60.0,0.95,40.0,12.0
P06608,RB06608,115.0,65.0,0.95,45.0,13.0
P06609,RB06609,120.0,65.0,0.95,50.0,13.0
P06610,RB06610,100.0,125.0,1.0,85.0,14.0
P06611,RB06611,100.0,130.0,1.0,85.0,14.0
P06612,RB06612,90.0,105.0,0.95,45.0,13.0
P06613,RB06613,125.0,90.0,1.05,50.0,13.0
P06614,RB06614,125.0,90.0,1.05,55.0,14.0
P06615,RB06615,130.0,95.0,1.05,60.0,14.0
P06616,RB06616,130.0,95.0,1.05,65.0,14.0
P06617,RB06617,85.0,65.0,1.0,70.0,13.0
P06618,RB06618,85.0,65.0,1.0,75.0,14.0
P06619,RB06619,85.0,65.0,1.0,80.0,14.0
P06620,RB06620,85.0,65.0,1.0,85.0,14.0
P06621,RB06621,100.0,80.0,0.9,50.0,12.0
P06622,RB06622,100.0,80.0,0.9,55.0,13.0
P06623,RB06623,100.0,85.0,0.9,60.0,13.0
P06624,RB06624,105.0,50.0,1.0,45.0,12.0
P06625,RB06625,105.0,50.0,1.0,50.0,12.0
P06626,RB06626,105.0,50.0,1.0,55.0,13.0
P06627,RB06627,105.0,55.0,1.0,60.0,13.0
P06628,RB06628,100.0,100.0,1.05,70.0,13.0
P06629,RB06629,105.0,105.0,1.05,75.0,14.0
P06630,RB06630,105.0,105.0,1.05,80.0,14.0
P06631,RB06631,110.0,75.0,1.05,70.0,13.0
P06632,RB06632,115.0,75.0,0.95,45.0,13.0
P06633,RB06633,140.0,55.0,0.9,70.0,13.0
P06634,RB06634,145.0,60.0,0.9,75.0,14.0
P06635,RB06635,85.0,70.0,1.0,60.0,12.0
P06636,RB06636,85.0,70.0,1.0,65.0,13.0
P06637,RB06637,85.0,70.0,1.0,70.0,13.0
P06638,RB06638,85.0,70.0,1.0,75.0,13.0
P06639,RB06639,75.0,95.0,0.95,25.0,12.0
P06640,RB06640,80.0,95.0,0.95,30.0,12.0
P06641,RB06641,80.0,100.0,0.95,35.0,13.0
P06642,RB06642,80.0,100.0,0.95,40.0,13.0
P06643,RB06643,100.0,65.0,1.05,50.0,13.0
P06644,RB06644,100.0,65.0,1.05,55.0,14.0
P06645,RB06645,105.0,65.0,1.05,60.0,14.0
P06646,RB06646,95.0,100.0,1.15,80.0,14.0
P06647,RB06647,95.0,100.0,1.15,85.0,14.0
P06648,RB06648,125.0,45.0,1.05,35.0,12.0
P06649,RB06649,125.0,45.0,1.05,45.0,13.0
P06650,RB06650,95.0,105.0,1.05,60.0,12.0
P06651,RB06651,100.0,110.0,1.05,65.0,13.0
P06652,RB06652,100.0,110.0,1.05,70.0,13.0
P06653,RB06653,115.0,95.0,1.05,70.0,13.0
P06654,RB06654,140.0,105.0,1.05,55.0,14.0
P06655,RB06655,140.0,105.0,1.05,55.0,14.0
P06656,RB06656,135.0,60.0,0.9,65.0,13.0
P06657,RB06657,135.0,60.0,0.9,75.0,14.0
P06658,RB06658,110.0,50.0,1.0,75.0,13.0
P06659,RB06659,110.0,50.0,1.0,80.0,13.0
P06660,RB06660,115.0,50.0,1.0,85.0,14.0
P06661,RB06661,80.0,80.0,1.0,65.0,13.0
P06662,RB06662,80.0,80.0,1.0,70.0,13.0
P06663,RB06663,85.0,85.0,1.0,75.0,14.0
P06664,RB06664,85.0,85.0,1.0,80.0,14.0
P06665,RB06665,90.0,70.0,1.05,45.0,13.0
P06666,RB06666,90.0,70.0,1.05,50.0,13.0
P06667,RB06667,90.0,70.0,1.05,55.0,13.0
P06668,RB06668,90.0,75.0,1.05,60.0,13.0
P06669,RB06669,100.0,50.0,1.05,80.0,13.0
P06670,RB06670,100.0,50.0,1.05,85.0,14.0
P06671,RB06671,100.0,50.0,1.05,90.0,14.0
P06672,RB06672,95.0,70.0,1.05,50.0,13.0
P06673,RB06673,100.0,70.0,1.05,55.0,14.0
P06674,RB06674,100.0,70.0,1.05,60.0,14.0
P06675,RB06675,100.0,85.0,1.05,85.0,14.0
P06676,RB06676,100.0,85.0,1.05,90.0,14.0
P06677,RB06677,100.0,90.0,1.05,95.0,15.0
P06678,RB06678,85.0,80.0,1.0,70.0,13.0
P06679,RB06679,90.0,80.0,1.0,75.0,14.0
P06680,RB06680,90.0,80.0,1.0,80.0,14.0
P06681,RB06681,90.0,85.0,1.0,85.0,14.0
P06682,RB06682,90.0,90.0,1.15,65.0,13.0
P06683,RB06683,90.0,90.0,1.15,70.0,13.0
P06684,RB06684,90.0,90.0,1.15,75.0,13.0
P06685,RB06685,90.0,90.0,1.15,80.0,13.0
P06686,RB06686,150.0,65.0,1.05,75.0,14.0
P06687,RB06687,150.0,70.0,1.05,80.0,14.0
P06688,RB06688,150.0,70.0,1.05,85.0,14.0
P06689,RB06689,155.0,70.0,1.05,90.0,14.0
P06690,RB06690,120.0,75.0,1.0,80.0,13.0
P06691,RB06691,125.0,75.0,1.0,85.0,14.0
P06692,RB06692,125.0,80.0,1.0,90.0,14.0
P06693,RB06693,125.0,80.0,1.0,95.0,14.0
P06694,RB06694,80.0,105.0,1.05,50.0,13.0
P06695,RB06695,80.0,105.0,1.05,55.0,14.0
P06696,RB06696,95.0,90.0,1.0,45.0,12.0
P06697,RB06697,95.0,90.0,1.0,50.0,12.0
P06698,RB06698,100.0,95.0,1.0,55.0,13.0
P06699,RB06699,85.0,75.0,1.1,50.0,13.0
P06700,RB06700,85.0,75.0,1.1,55.0,14.0
P06701,RB06701,85.0,80.0,1.1,60.0,14.0
P06702,RB06702,85.0,80.0,1.1,65.0,14.0
P06703,RB06703,105.0,75.0,1.0,65.0,13.0
P06704,RB06704,105.0,75.0,1.0,75.0,14.0
P06705,RB06705,115.0,95.0,1.05,75.0,14.0
P06706,RB06706,120.0,95.0,1.05,80.0,14.0
P06707,RB06707,120.0,100.0,1.05,85.0,14.0
P06708,RB06708,115.0,75.0,1.0,50.0,12.0
P06709,RB06709,115.0,75.0,1.0,55.0,13.0
P06710,RB06710,115.0,80.0,1.0,60.0,13.0
P06711,RB06711,115.0,80.0,1.0,65.0,13.0
P06712,RB06712,115.0,70.0,1.0,65.0,13.0
P06713,RB06713,115.0,70.0,1.0,70.0,13.0
P06714,RB06714,115.0,70.0,1.0,75.0,14.0
P06715,RB06715,115.0,75.0,1.0,80.0,14.0
P06716,RB06716,90.0,60.0,1.0,45.0,12.0
P06717,RB06717,90.0,60.0,1.0,50.0,12.0
P06718,RB06718,90.0,60.0,1.0,55.0,13.0
P06719,RB06719,95.0,65.0,1.05,85.0,14.0
P06720,RB06720,100.0,65.0,1.05,90.0,14.0
P06721,RB06721,100.0,65.0,1.05,95.0,15.0
P06722,RB06722,135.0,75.0,1.0,45.0,12.0
P06723,RB06723,140.0,80.0,1.0,50.0,12.0
P06724,RB06724,140.0,80.0,1.0,55.0,13.0
P06725,RB06725,140.0,80.0,1.0,60.0,13.0
P06726,RB06726,85.0,70.0,1.05,75.0,14.0
P06727,RB06727,85.0,75.0,1.05,80.0,14.0
P06728,RB06728,85.0,75.0,1.05,85.0,14.0
P06729,RB06729,85.0,75.0,1.05,90.0,14.0
P06730,RB06730,110.0,70.0,0.9,30.0,12.0
P06731,RB06731,115.0,70.0,0.9,35.0,13.0
P06732,RB06732,115.0,70.0,0.9,40.0,13.0
P06733,RB06733,115.0,70.0,0.9,45.0,13.0
P06734,RB06734,80.0,60.0,1.05,50.0,13.0
P06735,RB06735,75.0,105.0,1.0,60.0,12.0
P06736,RB06736,80.0,110.0,1.0,65.0,13.0
P06737,RB06737,140.0,80.0,1.05,50.0,13.0
P06738,RB06738,90.0,55.0,1.0,85.0,14.0
P06739,RB06739,90.0,55.0,1.0,90.0,14.0
P06740,RB06740,90.0,55.0,1.0,95.0,14.0
P06741,RB06741,90.0,60.0,1.0,100.0,14.0
P06742,RB06742,85.0,50.0,1.05,80.0,13.0
P06743,RB06743,150.0,55.0,0.95,35.0,12.0
P06744,RB06744,150.0,60.0,0.95,40.0,12.0
P06745,RB06745,155.0,60.0,0.95,45.0,13.0
P06746,RB06746,80.0,85.0,1.05,60.0,12.0
P06747,RB06747,80.0,85.0,1.05,65.0,13.0
P06748,RB06748,80.0,85.0,1.05,70.0,13.0
P06749,RB06749,105.0,75.0,0.9,30.0,12.0
P06750,RB06750,105.0,80.0,0.9,35.0,13.0
P06751,RB06751,105.0,80.0,0.9,40.0,13.0
P06752,RB06752,105.0,80.0,0.9,45.0,13.0
P06753,RB06753,115.0,90.0,1.05,90.0,14.0
P06754,RB06754,115.0,95.0,1.05,95.0,15.0
P06755,RB06755,115.0,95.0,1.05,100.0,15.0
P06756,RB06756,120.0,95.0,1.05,105.0,15.0
P06757,RB06757,100.0,105.0,0.9,55.0,13.0
P06758,RB06758,135.0,80.0,1.1,90.0,14.0
P06759,RB06759,135.0,85.0,1.1,95.0,15.0
P06760,RB06760,135.0,85.0,1.1,100.0,15.0
P06761,RB06761,135.0,85.0,1.1,105.0,15.0
P06762,RB06762,90.0,80.0,0.95,30.0,12.0
P06763,RB06763,120.0,80.0,0.9,65.0,13.0
P06764,RB06764,120.0,80.0,0.9,70.0,13.0
P06765,RB06765,120.0,85.0,0.9,75.0,14.0
P06766,RB06766,110.0,90.0,1.05,50.0,12.0
P06767,RB06767,110.0,95.0,1.05,55.0,13.0
P06768,RB06768,105.0,90.0,0.95,35.0,13.0
P06769,RB06769,105.0,90.0,0.95,40.0,13.0
P06770,RB06770,105.0,95.0,0.95,45.0,13.0
P06771,RB06771,110.0,95.0,0.95,50.0,13.0
P06772,RB06772,95.0,115.0,1.05,85.0,14.0
P06773,RB06773,95.0,115.0,1.05,90.0,14.0
P06774,RB06774,95.0,120.0,1.05,95.0,15.0
P06775,RB06775,95.0,120.0,1.05,100.0,15.0
P06776,RB06776,85.0,65.0,0.95,65.0,13.0
P06777,RB06777,85.0,65.0,0.95,70.0,13.0
P06778,RB06778,85.0,65.0,0.95,75.0,14.0
P06779,RB06779,85.0,65.0,0.95,80.0,14.0
P06780,RB06780,115.0,85.0,1.1,55.0,14.0
P06781,RB06781,115.0,90.0,1.1,55.0,14.0
P06782,RB06782,95.0,95.0,1.0,55.0,12.0
P06783,RB06783,95.0,95.0,1.0,60.0,12.0
P06784,RB06784,95.0,95.0,1.0,65.0,13.0
P06785,RB06785,90.0,75.0,0.95,75.0,14.0
P06786,RB06786,90.0,75.0,0.95,80.0,14.0
P06787,RB06787,90.0,75.0,0.95,85.0,14.0
P06788,RB06788,85.0,50.0,1.0,35.0,12.0
P06789,RB06789,85.0,50.0,1.0,40.0,12.0
P06790,RB06790,75.0,95.0,0.95,35.0,13.0
P06791,RB06791,85.0,80.0,1.05,80.0,13.0
P06792,RB06792,85.0,80.0,1.05,85.0,14.0
P06793,RB06793,85.0,85.0,1.05,90.0,14.0
P06794,RB06794,130.0,100.0,1.05,85.0,14.0
P06795,RB06795,130.0,100.0,1.05,90.0,14.0
P06796,RB06796,130.0,105.0,1.05,95.0,15.0
P06797,RB06797,110.0,70.0,0.95,70.0,13.0
P06798,RB06798,110.0,75.0,0.95,75.0,14.0
P06799,RB06799,110.0,85.0,0.95,80.0,13.0
P06800,RB06800,110.0,85.0,0.95,85.0,14.0
P06801,RB06801,115.0,90.0,0.95,90.0,14.0
P06802,RB06802,165.0,105.0,1.05,70.0,13.0
P06803,RB06803,165.0,105.0,1.05,75.0,14.0
P06804,RB06804,170.0,110.0,1.05,80.0,14.0
P06805,RB06805,115.0,100.0,0.95,30.0,12.0
P06806,RB06806,115.0,105.0,0.95,35.0,13.0
P06807,RB06807,115.0,105.0,0.95,40.0,13.0
P06808,RB06808,100.0,90.0,1.05,70.0,13.0
P06809,RB06809,100.0,90.0,1.05,75.0,14.0
P06810,RB06810,135.0,115.0,1.05,75.0,14.0
P06811,RB06811,90.0,100.0,1.05,60.0,12.0
P06812,RB06812,90.0,100.0,1.05,65.0,13.0
P06813,RB06813,90.0,100.0,1.05,70.0,13.0
P06814,RB06814,105.0,115.0,1.05,95.0,15.0
P06815,RB06815,105.0,120.0,1.05,100.0,15.0
P06816,RB06816,105.0,120.0,1.05,105.0,15.0
P06817,RB06817,110.0,125.0,1.05,110.0,15.0
P06818,RB06818,120.0,110.0,1.15,55.0,14.0
P06819,RB06819,125.0,110.0,1.15,60.0,14.0
P06820,RB06820,125.0,110.0,1.15,65.0,14.0
P06821,RB06821,125.0,115.0,1.15,70.0,14.0
P06822,RB06822,85.0,85.0,1.05,65.0,13.0
P06823,RB06823,85.0,85.0,1.05,70.0,13.0
P06824,RB06824,85.0,85.0,1.05,75.0,14.0
P06825,RB06825,155.0,115.0,1.0,40.0,13.0
P06826,RB06826,155.0,115.0,1.0,45.0,13.0
P06827,RB06827,160.0,120.0,1.0,50.0,13.0
P06828,RB06828,160.0,120.0,1.0,55.0,13.0
P06829,RB06829,100.0,75.0,1.0,65.0,13.0
P06830,RB06830,100.0,75.0,1.0,70.0,13.0
P06831,RB06831,105.0,75.0,1.0,75.0,14.0
P06832,RB06832,105.0,75.0,1.0,80.0,14.0
P06833,RB06833,100.0,45.0,0.95,75.0,14.0
P06834,RB06834,100.0,45.0,0.95,80.0,14.0
P06835,RB06835,105.0,45.0,0.95,85.0,14.0
P06836,RB06836,130.0,110.0,1.1,80.0,13.0
P06837,RB06837,130.0,115.0,1.1,85.0,14.0
P06838,RB06838,130.0,115.0,1.1,90.0,14.0
P06839,RB06839,130.0,115.0,1.1,95.0,14.0
P06840,RB06840,125.0,60.0,1.15,65.0,13.0
P06841,RB06841,125.0,60.0,1.15,70.0,13.0
P06842,RB06842,110.0,70.0,1.05,45.0,12.0
P06843,RB06843,110.0,70.0,1.05,50.0,12.0
P06844,RB06844,115.0,75.0,1.05,55.0,13.0
P06845,RB06845,115.0,75.0,1.05,60.0,13.0
P06846,RB06846,90.0,85.0,0.95,25.0,12.0
P06847,RB06847,90.0,90.0,0.95,30.0,12.0
P06848,RB06848,90.0,90.0,0.95,35.0,13.0
P06849,RB06849,115.0,145.0,1.05,95.0,14.0
P06850,RB06850,115.0,150.0,1.05,100.0,14.0
P06851,RB06851,115.0,150.0,1.05,105.0,14.0
P06852,RB06852,120.0,155.0,1.05,105.0,14.0
P06853,RB06853,100.0,100.0,0.9,45.0,12.0
P06854,RB06854,100.0,105.0,0.9,50.0,12.0
P06855,RB06855,105.0,105.0,0.9,55.0,13.0
P06856,RB06856,110.0,90.0,1.1,95.0,15.0
P06857,RB06857,110.0,90.0,1.1,95.0,15.0
P06858,RB06858,95.0,55.0,1.1,90.0,14.0
P06859,RB06859,95.0,55.0,1.1,95.0,15.0
P06860,RB06860,95.0,55.0,1.1,100.0,15.0
P06861,RB06861,85.0,75.0,1.0,70.0,13.0
P06862,RB06862,85.0,75.0,1.0,75.0,14.0
P06863,RB06863,85.0,75.0,1.0,80.0,14.0
P06864,RB06864,85.0,80.0,1.0,85.0,14.0
P06865,RB06865,85.0,45.0,1.05,70.0,13.0
P06866,RB06866,85.0,50.0,1.05,75.0,14.0
P06867,RB06867,90.0,50.0,1.05,80.0,14.0
P06868,RB06868,140.0,105.0,1.15,95.0,15.0
P06869,RB06869,140.0,105.0,1.15,100.0,15.0
P06870,RB06870,140.0,110.0,1.15,105.0,15.0
P06871,RB06871,110.0,70.0,1.1,85.0,14.0
P06872,RB06872,110.0,75.0,1.1,90.0,14.0
P06873,RB06873,110.0,75.0,1.1,95.0,15.0
P06874,RB06874,90.0,105.0,0.95,35.0,13.0
P06875,RB06875,115.0,75.0,1.05,60.0,12.0
P06876,RB06876,115.0,75.0,1.05,65.0,13.0
P06877,RB06877,115.0,80.0,1.05,70.0,13.0
P06878,RB06878,120.0,80.0,1.05,75.0,13.0
P06879,RB06879,90.0,95.0,1.05,85.0,14.0
P06880,RB06880,90.0,95.0,1.05,90.0,14.0
P06881,RB06881,90.0,70.0,1.05,60.0,12.0
P06882,RB06882,90.0,110.0,1.0,45.0,13.0
P06883,RB06883,90.0,115.0,1.0,50.0,13.0
P06884,RB06884,90.0,115.0,1.0,55.0,13.0
P06885,RB06885,90.0,115.0,1.0,60.0,13.0
P06886,RB06886,100.0,105.0,1.0,60.0,12.0
P06887,RB06887,145.0,50.0,1.0,55.0,14.0
P06888,RB06888,150.0,50.0,1.0,60.0,14.0
P06889,RB06889,150.0,50.0,1.0,65.0,14.0
P06890,RB06890,150.0,55.0,1.0,70.0,14.0
P06891,RB06891,110.0,80.0,1.0,30.0,12.0
P06892,RB06892,110.0,80.0,1.0,35.0,13.0
P06893,RB06893,115.0,80.0,1.0,40.0,13.0
P06894,RB06894,100.0,65.0,1.0,65.0,13.0
P06895,RB06895,100.0,70.0,1.0,70.0,13.0
P06896,RB06896,100.0,70.0,1.0,75.0,14.0
P06897,RB06897,70.0,50.0,0.95,65.0,13.0
P06898,RB06898,70.0,50.0,0.95,70.0,13.0
P06899,RB06899,70.0,50.0,0.95,75.0,14.0
P06900,RB06900,70.0,50.0,0.95,80.0,14.0
P06901,RB06901,80.0,85.0,1.05,85.0,14.0
P06902,RB06902,80.0,90.0,1.05,95.0,15.0
P06903,RB06903,135.0,65.0,0.95,55.0,13.0
P06904,RB06904,135.0,65.0,0.95,60.0,13.0
P06905,RB06905,90.0,55.0,1.1,95.0,15.0
P06906,RB06906,90.0,55.0,1.1,100.0,15.0
P06907,RB06907,90.0,55.0,1.1,105.0,15.0
P06908,RB06908,100.0,55.0,0.95,80.0,13.0
P06909,RB06909,90.0,110.0,1.0,35.0,13.0
P06910,RB06910,90.0,115.0,1.0,40.0,13.0
P06911,RB06911,90.0,115.0,1.0,45.0,13.0
P06912,RB06912,95.0,80.0,1.0,50.0,13.0
P06913,RB06913,100.0,80.0,1.0,55.0,14.0
P06914,RB06914,110.0,80.0,1.0,55.0,12.0
P06915,RB06915,110.0,80.0,1.0,60.0,12.0
P06916,RB06916,110.0,85.0,1.0,65.0,13.0
P06917,RB06917,90.0,95.0,0.95,65.0,13.0
P06918,RB06918,90.0,95.0,0.95,70.0,13.0
P06919,RB06919,90.0,100.0,0.95,75.0,14.0
P06920,RB06920,90.0,100.0,0.95,80.0,14.0
P06921,RB06921,125.0,100.0,1.05,85.0,14.0
P06922,RB06922,125.0,105.0,1.05,85.0,14.0
P06923,RB06923,100.0,75.0,1.05,55.0,14.0
P06924,RB06924,105.0,75.0,1.05,60.0,14.0
P06925,RB06925,105.0,80.0,1.05,65.0,14.0
P06926,RB06926,105.0,85.0,0.95,25.0,12.0
P06927,RB06927,105.0,85.0,0.95,30.0,12.0
P06928,RB06928,105.0,85.0,0.95,35.0,13.0
P06929,RB06929,135.0,95.0,1.0,75.0,14.0
P06930,RB06930,85.0,90.0,1.0,40.0,12.0
P06931,RB06931,85.0,90.0,1.0,45.0,13.0
P06932,RB06932,85.0,90.0,1.0,50.0,13.0
P06933,RB06933,90.0,95.0,1.0,55.0,13.0
P06934,RB06934,85.0,95.0,0.95,60.0,12.0
P06935,RB06935,85.0,95.0,0.95,65.0,13.0
P06936,RB06936,85.0,100.0,0.95,70.0,13.0
P06937,RB06937,95.0,85.0,1.1,90.0,14.0
P06938,RB06938,120.0,85.0,1.1,75.0,14.0
P06939,RB06939,125.0,85.0,1.1,80.0,14.0
P06940,RB06940,125.0,90.0,1.1,85.0,14.0
P06941,RB06941,125.0,90.0,1.1,90.0,14.0
P06942,RB06942,85.0,70.0,1.0,55.0,13.0
P06943,RB06943,85.0,70.0,1.0,55.0,13.0
P06944,RB06944,115.0,90.0,1.05,85.0,14.0
P06945,RB06945,120.0,95.0,1.05,90.0,14.0
P06946,RB06946,85.0,95.0,0.95,60.0,12.0
P06947,RB06947,85.0,95.0,0.95,65.0,13.0
P06948,RB06948,85.0,100.0,0.95,70.0,13.0
P06949,RB06949,85.0,100.0,0.95,75.0,13.0
P06950,RB06950,90.0,65.0,1.1,65.0,13.0
P06951,RB06951,90.0,65.0,1.1,70.0,13.0
P06952,RB06952,90.0,65.0,1.1,75.0,14.0
P06953,RB06953,90.0,65.0,1.1,80.0,14.0
P06954,RB06954,150.0,90.0,1.0,50.0,13.0
P06955,RB06955,100.0,115.0,1.15,55.0,14.0
P06956,RB06956,100.0,115.0,1.15,60.0,14.0
P06957,RB06957,100.0,115.0,1.15,65.0,14.0
P06958,RB06958,100.0,120.0,1.15,70.0,14.0
P06959,RB06959,110.0,70.0,1.1,85.0,14.0
P06960,RB06960,110.0,75.0,1.1,90.0,14.0
P06961,RB06961,110.0,75.0,1.1,95.0,15.0
P06962,RB06962,115.0,75.0,1.1,100.0,15.0
P06963,RB06963,105.0,80.0,1.05,60.0,12.0
P06964,RB06964,105.0,85.0,1.05,65.0,13.0
P06965,RB06965,105.0,85.0,1.05,70.0,13.0
P06966,RB06966,145.0,50.0,1.1,65.0,13.0
P06967,RB06967,145.0,50.0,1.1,75.0,14.0
P06968,RB06968,135.0,85.0,0.95,75.0,14.0
P06969,RB06969,95.0,60.0,0.9,75.0,14.0
P06970,RB06970,95.0,60.0,0.9,80.0,14.0
P06971,RB06971,95.0,60.0,0.9,85.0,14.0
P06972,RB06972,100.0,80.0,0.95,70.0,13.0
P06973,RB06973,100.0,85.0,0.95,75.0,14.0
P06974,RB06974,105.0,85.0,0.95,80.0,14.0
P06975,RB06975,105.0,85.0,0.95,85.0,14.0
P06976,RB06976,115.0,100.0,0.95,35.0,13.0
P06977,RB06977,120.0,105.0,0.95,40.0,13.0
P06978,RB06978,120.0,105.0,0.95,45.0,13.0
P06979,RB06979,120.0,105.0,0.95,50.0,13.0
P06980,RB06980,90.0,95.0,0.95,55.0,13.0
