route_id,route_number,origin,origin_country,origin_latitude,origin_longitude,destination,destination_country,destination_latitude,destination_longitude,cargo_type,route_name,route,route_sequence,intermediate_ports,transit_days,distance_nm,transshipments,freight_cost_usd,fuel_surcharge_usd,port_handling_usd,estimated_total_cost_usd,vessel_type,service_frequency,available_capacity_teu,route_availability,estimated_co2_kg,port_calls,weather_risk,congestion_level,route_score,cargo_subtype
RB06807,6807,Sydney,Australia,-33.8688,151.2093,Mombasa,Kenya,-4.0435,39.6682,Bulk,Bulk Service Sydney - Mombasa - Alternative 4,Sydney → Mombasa | Bulk Alternative 4,Sydney -> Mombasa,Panama Canal,15,8470,3,3054.48,456.56,639.6,4150.64,Feeder + Mainline,3 sailings/week,18717,Available,113502.48,3,Low,Low,73.16,Petroleum
RB06808,6808,Sydney,Australia,-33.8688,151.2093,Dubai,UAE,25.2048,55.2708,Bulk,Bulk Service Sydney - Dubai - Alternative 3,Sydney → Dubai | Bulk Alternative 3,Sydney -> Dubai,Arabian Sea,11,6148,1,2495.0,318.0,515.0,3328.0,Panamax Container Ship,Every 2 days,12353,Available,91395.0,3,Moderate,High,71.48,Chemicals
RB06809,6809,Sydney,Australia,-33.8688,151.2093,Dubai,UAE,25.2048,55.2708,Bulk,Bulk Service Sydney - Dubai - Alternative 4,Sydney → Dubai | Bulk Alternative 4,Sydney -> Dubai,Arabian Sea,12,6248,2,2544.9,324.36,525.3,3394.56,Panamax Container Ship,Every 2 days,12353,Available,93222.9,3,Moderate,High,72.91,Edible Oils
RB06810,6810,Sydney,Australia,-33.8688,151.2093,Hamburg,Germany,53.5511,9.9937,Bulk,Bulk Service Sydney - Hamburg - Alternative 4,Sydney → Hamburg | Bulk Alternative 4,Sydney -> Hamburg,East Asia Hub,18,9301,2,3846.0,595.0,693.0,5134.0,Feeder + Mainline,3 sailings/week,25625,Waitlist,124527.0,4,Elevated,Low,44.77,Liquefied Gas
RB06811,6811,Sydney,Australia,-33.8688,151.2093,Shanghai,China,31.2304,121.4737,Bulk,Bulk Service Sydney - Shanghai - Alternative 2,Sydney → Shanghai | Bulk Alternative 2,Sydney -> Shanghai,Malacca Strait,5,3295,1,1213.0,239.0,587.0,2039.0,Panamax Container Ship,Every 2 days,10949,Limited,46999.0,3,Moderate,Moderate,83.61,Grain
RB06812,6812,Sydney,Australia,-33.8688,151.2093,Shanghai,China,31.2304,121.4737,Bulk,Bulk Service Sydney - Shanghai - Alternative 3,Sydney → Shanghai | Bulk Alternative 3,Sydney -> Shanghai,Malacca Strait,6,3395,2,1237.26,243.78,598.74,2079.78,Panamax Container Ship,Every 2 days,10949,Limited,47938.98,3,Moderate,Moderate,85.28,Coal
RB06813,6813,Sydney,Australia,-33.8688,151.2093,Shanghai,China,31.2304,121.4737,Bulk,Bulk Service Sydney - Shanghai - Alternative 4,Sydney → Shanghai | Bulk Alternative 4,Sydney -> Shanghai,Malacca Strait,7,3495,3,1261.52,248.56,610.48,2120.56,Panamax Container Ship,Every 2 days,10949,Limited,48878.96,3,Moderate,Moderate,86.95,Iron Ore
RB06814,6814,Valencia,Spain,39.4699,-0.3763,Cape Town,South Africa,-33.9249,18.4241,Bulk,Bulk Service Sydney - Hong Kong - Alternative 1,Sydney → Hong Kong | Bulk Alternative 1,Sydney -> Hong Kong,Direct Atlantic,18,7616,2,2970.0,367.0,717.0,4054.0,Eco Container Ship,3 sailings/week,10589,Available,94388.0,4,Elevated,High,53.15,Steel
RB06815,6815,Valencia,Spain,39.4699,-0.3763,Cape Town,South Africa,-33.9249,18.4241,Bulk,Bulk Service Sydney - Hong Kong - Alternative 2,Sydney → Hong Kong | Bulk Alternative 2,Sydney -> Hong Kong,Direct Atlantic,19,7716,3,3029.4,374.34,731.34,4135.08,Eco Container Ship,3 sailings/week,10589,Available,96275.76,4,Elevated,High,54.21,Cement
RB06816,6816,Valencia,Spain,39.4699,-0.3763,Cape Town,South Africa,-33.9249,18.4241,Bulk,Bulk Service Sydney - Hong Kong - Alternative 3,Sydney → Hong Kong | Bulk Alternative 3,Sydney -> Hong Kong,Direct Atlantic,20,7816,4,3088.8,381.68,745.68,4216.16,Eco Container Ship,3 sailings/week,10589,Available,98163.52,4,Elevated,High,55.28,Fertilizer
RB06817,6817,Valencia,Spain,39.4699,-0.3763,Cape Town,South Africa,-33.9249,18.4241,Bulk,Bulk Service Sydney - Hong Kong - Alternative 4,Sydney → Hong Kong | Bulk Alternative 4,Sydney -> Hong Kong,Direct Atlantic,21,7916,5,3148.2,389.02,760.02,4297.24,Eco Container Ship,3 sailings/week,10589,Available,100051.28,4,Elevated,High,56.34,Petroleum
RB06818,6818,Cape Town,South Africa,-33.9249,18.4241,Vancouver,Canada,49.2827,-123.1207,Bulk,Bulk Service Sydney - Durban - Alternative 1,Sydney → Durban | Bulk Alternative 1,Sydney -> Durban,Malacca Strait,15,9212,2,3483.0,489.0,659.0,4631.0,Feeder + Mainline,Weekly,11219,Limited,139134.0,4,Low,High,54.8,Chemicals
RB06819,6819,Cape Town,South Africa,-33.9249,18.4241,Vancouver,Canada,49.2827,-123.1207,Bulk,Bulk Service Sydney - Durban - Alternative 2,Sydney → Durban | Bulk Alternative 2,Sydney -> Durban,Malacca Strait,16,9312,3,3552.66,498.78,672.18,4723.62,Feeder + Mainline,Weekly,11219,Limited,141916.68,4,Low,High,55.9,Edible Oils
RB06820,6820,Cape Town,South Africa,-33.9249,18.4241,Vancouver,Canada,49.2827,-123.1207,Bulk,Bulk Service Sydney - Durban - Alternative 3,Sydney → Durban | Bulk Alternative 3,Sydney -> Durban,Malacca Strait,17,9412,4,3622.32,508.56,685.36,4816.24,Feeder + Mainline,Weekly,11219,Limited,144699.36,4,Low,High,56.99,Liquefied Gas
RB06821,6821,Cape Town,South Africa,-33.9249,18.4241,Vancouver,Canada,49.2827,-123.1207,Bulk,Bulk Service Sydney - Durban - Alternative 4,Sydney → Durban | Bulk Alternative 4,Sydney -> Durban,Malacca Strait,18,9512,5,3691.98,518.34,698.54,4908.86,Feeder + Mainline,Weekly,11219,Limited,147482.04,4,Low,High,58.09,Grain
RB06822,6822,Sydney,Australia,-33.8688,151.2093,Cape Town,South Africa,-33.9249,18.4241,Bulk,Bulk Service Sydney - Cape Town - Alternative 2,Sydney → Cape Town | Bulk Alternative 2,Sydney -> Cape Town,Direct,9,3626,0,1155.0,212.0,494.0,1861.0,Panamax Container Ship,Every 2 days,16201,Available,50334.0,2,Moderate,High,82.12,Coal
RB06823,6823,Sydney,Australia,-33.8688,151.2093,Cape Town,South Africa,-33.9249,18.4241,Bulk,Bulk Service Sydney - Cape Town - Alternative 3,Sydney → Cape Town | Bulk Alternative 3,Sydney -> Cape Town,Direct,10,3726,1,1178.1,216.24,503.88,1898.22,Panamax Container Ship,Every 2 days,16201,Available,51340.68,2,Moderate,High,83.76,Iron Ore
RB06824,6824,Sydney,Australia,-33.8688,151.2093,Cape Town,South Africa,-33.9249,18.4241,Bulk,Bulk Service Sydney - Cape Town - Alternative 4,Sydney → Cape Town | Bulk Alternative 4,Sydney -> Cape Town,Direct,11,3826,2,1201.2,220.48,513.76,1935.44,Panamax Container Ship,Every 2 days,16201,Available,52347.36,2,Moderate,High,85.4,Steel
RB06825,6825,Hong Kong,Hong Kong,22.3193,114.1694,Rotterdam,Netherlands,51.9244,4.4777,Bulk,Bulk Service Sydney - Buenos Aires - Alternative 1,Sydney → Buenos Aires | Bulk Alternative 1,Sydney -> Buenos Aires,Suez Canal,19,10874,3,4457.0,746.0,705.0,5908.0,Feeder + Mainline,Weekly,15059,Available,167424.0,5,Low,Low,47.76,Cement
RB06826,6826,Hong Kong,Hong Kong,22.3193,114.1694,Rotterdam,Netherlands,51.9244,4.4777,Bulk,Bulk Service Sydney - Buenos Aires - Alternative 2,Sydney → Buenos Aires | Bulk Alternative 2,Sydney -> Buenos Aires,Suez Canal,20,10974,4,4546.14,760.92,719.1,6026.16,Feeder + Mainline,Weekly,15059,Available,170772.48,5,Low,Low,48.72,Fertilizer
RB06827,6827,Hong Kong,Hong Kong,22.3193,114.1694,Rotterdam,Netherlands,51.9244,4.4777,Bulk,Bulk Service Sydney - Buenos Aires - Alternative 3,Sydney → Buenos Aires | Bulk Alternative 3,Sydney -> Buenos Aires,Suez Canal,21,11074,5,4635.28,775.84,733.2,6144.32,Feeder + Mainline,Weekly,15059,Available,174120.96,5,Low,Low,49.67,Petroleum
RB06828,6828,Hong Kong,Hong Kong,22.3193,114.1694,Rotterdam,Netherlands,51.9244,4.4777,Bulk,Bulk Service Sydney - Buenos Aires - Alternative 4,Sydney → Buenos Aires | Bulk Alternative 4,Sydney -> Buenos Aires,Suez Canal,22,11174,6,4724.42,790.76,747.3,6262.48,Feeder + Mainline,Weekly,15059,Available,177469.44,5,Low,Low,50.63,Chemicals
RB06829,6829,Mumbai,India,19.076,72.8777,Colombo,Sri Lanka,6.9271,79.8612,Bulk,Bulk Service Sydney - Auckland - Alternative 1,Sydney → Auckland | Bulk Alternative 1,Sydney -> Auckland,Direct,12,7154,0,2705.0,337.0,413.0,3455.0,Container Ship,Daily,9987,Available,88939.0,2,Moderate,High,75.34,Edible Oils
RB06830,6830,Mumbai,India,19.076,72.8777,Colombo,Sri Lanka,6.9271,79.8612,Bulk,Bulk Service Sydney - Auckland - Alternative 2,Sydney → Auckland | Bulk Alternative 2,Sydney -> Auckland,Direct,13,7254,1,2759.1,343.74,421.26,3524.1,Container Ship,Daily,9987,Available,90717.78,2,Moderate,High,76.85,Liquefied Gas
RB06831,6831,Mumbai,India,19.076,72.8777,Colombo,Sri Lanka,6.9271,79.8612,Bulk,Bulk Service Sydney - Auckland - Alternative 3,Sydney → Auckland | Bulk Alternative 3,Sydney -> Auckland,Direct,14,7354,2,2813.2,350.48,429.52,3593.2,Container Ship,Daily,9987,Available,92496.56,2,Moderate,High,78.35,Grain
RB06832,6832,Mumbai,India,19.076,72.8777,Colombo,Sri Lanka,6.9271,79.8612,Bulk,Bulk Service Sydney - Auckland - Alternative 4,Sydney → Auckland | Bulk Alternative 4,Sydney -> Auckland,Direct,15,7454,3,2867.3,357.22,437.78,3662.3,Container Ship,Daily,9987,Available,94275.34,2,Moderate,High,79.86,Coal
RB06833,6833,Sydney,Australia,-33.8688,151.2093,Felixstowe,UK,51.9638,1.3511,Bulk,Bulk Service Sydney - Felixstowe - Alternative 2,Sydney → Felixstowe | Bulk Alternative 2,Sydney -> Felixstowe,Gulf Hub,7,4018,2,1897.0,337.0,226.0,2460.0,Post-Panamax Container Ship,3 sailings/week,20132,Available,46799.0,4,Elevated,Low,76.16,Iron Ore
RB06834,6834,Sydney,Australia,-33.8688,151.2093,Felixstowe,UK,51.9638,1.3511,Bulk,Bulk Service Sydney - Felixstowe - Alternative 3,Sydney → Felixstowe | Bulk Alternative 3,Sydney -> Felixstowe,Gulf Hub,8,4118,3,1934.94,343.74,230.52,2509.2,Post-Panamax Container Ship,3 sailings/week,20132,Available,47734.98,4,Elevated,Low,77.68,Steel
RB06835,6835,Sydney,Australia,-33.8688,151.2093,Felixstowe,UK,51.9638,1.3511,Bulk,Bulk Service Sydney - Felixstowe - Alternative 4,Sydney → Felixstowe | Bulk Alternative 4,Sydney -> Felixstowe,Gulf Hub,9,4218,4,1972.88,350.48,235.04,2558.4,Post-Panamax Container Ship,3 sailings/week,20132,Available,48670.96,4,Elevated,Low,79.21,Cement
RB06836,6836,London,UK,51.5074,-0.1278,Los Angeles,USA,34.0522,-118.2437,Bulk,Bulk Service Sydney - Colombo - Alternative 1,Sydney → Colombo | Bulk Alternative 1,Sydney -> Colombo,Mediterranean Hub,14,7989,1,2926.0,537.0,677.0,4140.0,Container Ship,Weekly,23172,Limited,100940.0,3,Elevated,Moderate,68.58,Fertilizer
RB06837,6837,London,UK,51.5074,-0.1278,Los Angeles,USA,34.0522,-118.2437,Bulk,Bulk Service Sydney - Colombo - Alternative 2,Sydney → Colombo | Bulk Alternative 2,Sydney -> Colombo,Mediterranean Hub,15,8089,2,2984.52,547.74,690.54,4222.8,Container Ship,Weekly,23172,Limited,102958.8,3,Elevated,Moderate,69.95,Petroleum
RB06838,6838,London,UK,51.5074,-0.1278,Los Angeles,USA,34.0522,-118.2437,Bulk,Bulk Service Sydney - Colombo - Alternative 3,Sydney → Colombo | Bulk Alternative 3,Sydney -> Colombo,Mediterranean Hub,16,8189,3,3043.04,558.48,704.08,4305.6,Container Ship,Weekly,23172,Limited,104977.6,3,Elevated,Moderate,71.32,Chemicals
RB06839,6839,London,UK,51.5074,-0.1278,Los Angeles,USA,34.0522,-118.2437,Bulk,Bulk Service Sydney - Colombo - Alternative 4,Sydney → Colombo | Bulk Alternative 4,Sydney -> Colombo,Mediterranean Hub,17,8289,4,3101.56,569.22,717.62,4388.4,Container Ship,Weekly,23172,Limited,106996.4,3,Elevated,Moderate,72.69,Edible Oils
RB06840,6840,Sydney,Australia,-33.8688,151.2093,London,UK,51.5074,-0.1278,Bulk,Bulk Service Sydney - London - Alternative 3,Sydney → London | Bulk Alternative 3,Sydney -> London,Direct,16,8244,0,2957.0,523.0,334.0,3814.0,Container Ship,3 sailings/week,9840,Waitlist,103976.0,2,Moderate,High,54.12,Liquefied Gas
RB06841,6841,Sydney,Australia,-33.8688,151.2093,London,UK,51.5074,-0.1278,Bulk,Bulk Service Sydney - London - Alternative 4,Sydney → London | Bulk Alternative 4,Sydney -> London,Direct,16,8344,1,3016.14,533.46,340.68,3890.28,Container Ship,3 sailings/week,9840,Waitlist,106055.52,2,Moderate,High,55.2,Grain
RB06842,6842,London,UK,51.5074,-0.1278,Shanghai,China,31.2304,121.4737,Bulk,Bulk Service Sydney - Mumbai - Alternative 1,Sydney → Mumbai | Bulk Alternative 1,Sydney -> Mumbai,Direct,12,6280,0,2113.0,410.0,402.0,2925.0,Large Container Ship,Weekly,11963,Limited,95626.0,2,Moderate,Low,74.12,Coal
RB06843,6843,London,UK,51.5074,-0.1278,Shanghai,China,31.2304,121.4737,Bulk,Bulk Service Sydney - Mumbai - Alternative 2,Sydney → Mumbai | Bulk Alternative 2,Sydney -> Mumbai,Direct,13,6380,1,2155.26,418.2,410.04,2983.5,Large Container Ship,Weekly,11963,Limited,97538.52,2,Moderate,Low,75.6,Iron Ore
RB06844,6844,London,UK,51.5074,-0.1278,Shanghai,China,31.2304,121.4737,Bulk,Bulk Service Sydney - Mumbai - Alternative 3,Sydney → Mumbai | Bulk Alternative 3,Sydney -> Mumbai,Direct,14,6480,2,2197.52,426.4,418.08,3042.0,Large Container Ship,Weekly,11963,Limited,99451.04,2,Moderate,Low,77.08,Steel
RB06845,6845,London,UK,51.5074,-0.1278,Shanghai,China,31.2304,121.4737,Bulk,Bulk Service Sydney - Mumbai - Alternative 4,Sydney → Mumbai | Bulk Alternative 4,Sydney -> Mumbai,Direct,15,6580,3,2239.78,434.6,426.12,3100.5,Large Container Ship,Weekly,11963,Limited,101363.56,2,Moderate,Low,78.57,Cement
RB06846,6846,Sydney,Australia,-33.8688,151.2093,Chennai,India,13.0827,80.2707,Bulk,Bulk Service Sydney - Chennai - Alternative 2,Sydney → Chennai | Bulk Alternative 2,Sydney -> Chennai,Direct,14,6384,0,2079.0,253.0,507.0,2839.0,Panamax Container Ship,Every 2 days,13766,Available,97854.0,2,Low,Low,78.29,Fertilizer
RB06847,6847,Sydney,Australia,-33.8688,151.2093,Chennai,India,13.0827,80.2707,Bulk,Bulk Service Sydney - Chennai - Alternative 3,Sydney → Chennai | Bulk Alternative 3,Sydney -> Chennai,Direct,15,6484,1,2120.58,258.06,517.14,2895.78,Panamax Container Ship,Every 2 days,13766,Available,99811.08,2,Low,Low,79.86,Petroleum
RB06848,6848,Sydney,Australia,-33.8688,151.2093,Chennai,India,13.0827,80.2707,Bulk,Bulk Service Sydney - Chennai - Alternative 4,Sydney → Chennai | Bulk Alternative 4,Sydney -> Chennai,Direct,16,6584,2,2162.16,263.12,527.28,2952.56,Panamax Container Ship,Every 2 days,13766,Available,101768.16,2,Low,Low,81.42,Chemicals
RB06849,6849,Istanbul,Türkiye,41.0082,28.9784,Tokyo,Japan,35.6762,139.6503,Bulk,Bulk Service Sydney - Melbourne - Alternative 1,Sydney → Melbourne | Bulk Alternative 1,Sydney -> Melbourne,Direct Pacific,14,6875,4,3402.0,439.0,918.0,4759.0,Feeder + Mainline,Weekly,10290,Available,100344.0,6,Elevated,Moderate,46.37,Edible Oils
RB06850,6850,Istanbul,Türkiye,41.0082,28.9784,Tokyo,Japan,35.6762,139.6503,Bulk,Bulk Service Sydney - Melbourne - Alternative 2,Sydney → Melbourne | Bulk Alternative 2,Sydney -> Melbourne,Direct Pacific,15,6975,5,3470.04,447.78,936.36,4854.18,Feeder + Mainline,Weekly,10290,Available,102350.88,6,Elevated,Moderate,47.3,Liquefied Gas
RB06851,6851,Istanbul,Türkiye,41.0082,28.9784,Tokyo,Japan,35.6762,139.6503,Bulk,Bulk Service Sydney - Melbourne - Alternative 3,Sydney → Melbourne | Bulk Alternative 3,Sydney -> Melbourne,Direct Pacific,16,7075,6,3538.08,456.56,954.72,4949.36,Feeder + Mainline,Weekly,10290,Available,104357.76,6,Elevated,Moderate,48.22,Grain
RB06852,6852,Istanbul,Türkiye,41.0082,28.9784,Tokyo,Japan,35.6762,139.6503,Bulk,Bulk Service Sydney - Melbourne - Alternative 4,Sydney → Melbourne | Bulk Alternative 4,Sydney -> Melbourne,Direct Pacific,17,7175,7,3606.12,465.34,973.08,5044.54,Feeder + Mainline,Weekly,10290,Available,106364.64,6,Elevated,Moderate,49.15,Coal
RB06853,6853,Sydney,Australia,-33.8688,151.2093,Piraeus,Greece,37.9838,23.7275,Bulk,Bulk Service Sydney - Piraeus - Alternative 2,Sydney → Piraeus | Bulk Alternative 2,Sydney -> Piraeus,Direct,12,5701,0,2061.0,335.0,618.0,3014.0,Panamax Container Ship,Daily,20103,Available,87699.0,2,Moderate,Low,77.75,Iron Ore
RB06854,6854,Sydney,Australia,-33.8688,151.2093,Piraeus,Greece,37.9838,23.7275,Bulk,Bulk Service Sydney - Piraeus - Alternative 3,Sydney → Piraeus | Bulk Alternative 3,Sydney -> Piraeus,Direct,13,5801,1,2102.22,341.7,630.36,3074.28,Panamax Container Ship,Daily,20103,Available,89452.98,2,Moderate,Low,79.31,Steel
RB06855,6855,Sydney,Australia,-33.8688,151.2093,Piraeus,Greece,37.9838,23.7275,Bulk,Bulk Service Sydney - Piraeus - Alternative 4,Sydney → Piraeus | Bulk Alternative 4,Sydney -> Piraeus,Direct,14,5901,2,2143.44,348.4,642.72,3134.56,Panamax Container Ship,Daily,20103,Available,91206.96,2,Moderate,Low,80.86,Cement
RB06856,6856,Sydney,Australia,-33.8688,151.2093,Dar es Salaam,Tanzania,-6.7924,39.2083,Bulk,Bulk Service Sydney - Dar es Salaam - Alternative 3,Sydney → Dar es Salaam | Bulk Alternative 3,Sydney -> Dar es Salaam,East Asia Hub,14,7106,2,2091.0,411.0,528.0,3030.0,Panamax Container Ship,Weekly,24805,Available,86808.0,4,Elevated,High,71.84,Fertilizer
RB06857,6857,Sydney,Australia,-33.8688,151.2093,Dar es Salaam,Tanzania,-6.7924,39.2083,Bulk,Bulk Service Sydney - Dar es Salaam - Alternative 4,Sydney → Dar es Salaam | Bulk Alternative 4,Sydney -> Dar es Salaam,East Asia Hub,14,7206,2,2132.82,419.22,538.56,3090.6,Panamax Container Ship,Weekly,24805,Available,88544.16,4,Elevated,High,73.28,Petroleum
RB06858,6858,Sydney,Australia,-33.8688,151.2093,Jebel Ali,UAE,24.9857,55.0273,Bulk,Bulk Service Sydney - Jebel Ali - Alternative 2,Sydney → Jebel Ali | Bulk Alternative 2,Sydney -> Jebel Ali,Direct Pacific,12,5790,1,2206.0,282.0,287.0,2775.0,Panamax Container Ship,Weekly,20853,Available,74006.0,3,Elevated,High,74.84,Chemicals
RB06859,6859,Sydney,Australia,-33.8688,151.2093,Jebel Ali,UAE,24.9857,55.0273,Bulk,Bulk Service Sydney - Jebel Ali - Alternative 3,Sydney → Jebel Ali | Bulk Alternative 3,Sydney -> Jebel Ali,Direct Pacific,13,5890,2,2250.12,287.64,292.74,2830.5,Panamax Container Ship,Weekly,20853,Available,75486.12,3,Elevated,High,76.34,Edible Oils
RB06860,6860,Sydney,Australia,-33.8688,151.2093,Jebel Ali,UAE,24.9857,55.0273,Bulk,Bulk Service Sydney - Jebel Ali - Alternative 4,Sydney → Jebel Ali | Bulk Alternative 4,Sydney -> Jebel Ali,Direct Pacific,14,5990,3,2294.24,293.28,298.48,2886.0,Panamax Container Ship,Weekly,20853,Available,76966.24,3,Elevated,High,77.83,Liquefied Gas
RB06861,6861,Jebel Ali,UAE,24.9857,55.0273,Dar es Salaam,Tanzania,-6.7924,39.2083,Bulk,Bulk Service Sydney - Tokyo - Alternative 1,Sydney → Tokyo | Bulk Alternative 1,Sydney -> Tokyo,Suez Canal,10,3955,1,1554.0,211.0,428.0,2193.0,Container Ship,Weekly,25302,Available,46337.0,3,Elevated,Low,73.69,Grain
RB06862,6862,Jebel Ali,UAE,24.9857,55.0273,Dar es Salaam,Tanzania,-6.7924,39.2083,Bulk,Bulk Service Sydney - Tokyo - Alternative 2,Sydney → Tokyo | Bulk Alternative 2,Sydney -> Tokyo,Suez Canal,11,4055,2,1585.08,215.22,436.56,2236.86,Container Ship,Weekly,25302,Available,47263.74,3,Elevated,Low,75.16,Coal
RB06863,6863,Jebel Ali,UAE,24.9857,55.0273,Dar es Salaam,Tanzania,-6.7924,39.2083,Bulk,Bulk Service Sydney - Tokyo - Alternative 3,Sydney → Tokyo | Bulk Alternative 3,Sydney -> Tokyo,Suez Canal,12,4155,3,1616.16,219.44,445.12,2280.72,Container Ship,Weekly,25302,Available,48190.48,3,Elevated,Low,76.64,Iron Ore
RB06864,6864,Jebel Ali,UAE,24.9857,55.0273,Dar es Salaam,Tanzania,-6.7924,39.2083,Bulk,Bulk Service Sydney - Tokyo - Alternative 4,Sydney → Tokyo | Bulk Alternative 4,Sydney -> Tokyo,Suez Canal,13,4255,4,1647.24,223.66,453.68,2324.58,Container Ship,Weekly,25302,Available,49117.22,3,Elevated,Low,78.11,Steel
RB06865,6865,Sydney,Australia,-33.8688,151.2093,New York,USA,40.7128,-74.006,Bulk,Bulk Service Sydney - New York - Alternative 2,Sydney → New York | Bulk Alternative 2,Sydney -> New York,Malacca Strait,4,3038,1,1147.0,220.0,233.0,1600.0,Post-Panamax Container Ship,Every 2 days,21918,Available,35286.0,3,Moderate,High,88.53,Cement
RB06866,6866,Sydney,Australia,-33.8688,151.2093,New York,USA,40.7128,-74.006,Bulk,Bulk Service Sydney - New York - Alternative 3,Sydney → New York | Bulk Alternative 3,Sydney -> New York,Malacca Strait,5,3138,2,1169.94,224.4,237.66,1632.0,Post-Panamax Container Ship,Every 2 days,21918,Available,35991.72,3,Moderate,High,90.3,Fertilizer
RB06867,6867,Sydney,Australia,-33.8688,151.2093,New York,USA,40.7128,-74.006,Bulk,Bulk Service Sydney - New York - Alternative 4,Sydney → New York | Bulk Alternative 4,Sydney -> New York,Malacca Strait,6,3238,3,1192.88,228.8,242.32,1664.0,Post-Panamax Container Ship,Every 2 days,21918,Available,36697.44,3,Moderate,High,92.07,Petroleum
RB06868,6868,Sydney,Australia,-33.8688,151.2093,Los Angeles,USA,34.0522,-118.2437,Bulk,Bulk Service Sydney - Los Angeles - Alternative 2,Sydney → Los Angeles | Bulk Alternative 2,Sydney -> Los Angeles,Suez Canal,18,7886,2,3342.0,619.0,632.0,4593.0,Container Ship,Every 2 days,20130,Waitlist,90933.0,4,Elevated,High,58.07,Chemicals
RB06869,6869,Sydney,Australia,-33.8688,151.2093,Los Angeles,USA,34.0522,-118.2437,Bulk,Bulk Service Sydney - Los Angeles - Alternative 3,Sydney → Los Angeles | Bulk Alternative 3,Sydney -> Los Angeles,Suez Canal,19,7986,3,3408.84,631.38,644.64,4684.86,Container Ship,Every 2 days,20130,Waitlist,92751.66,4,Elevated,High,59.23,Edible Oils
RB06870,6870,Sydney,Australia,-33.8688,151.2093,Los Angeles,USA,34.0522,-118.2437,Bulk,Bulk Service Sydney - Los Angeles - Alternative 4,Sydney → Los Angeles | Bulk Alternative 4,Sydney -> Los Angeles,Suez Canal,20,8086,4,3475.68,643.76,657.28,4776.72,Container Ship,Every 2 days,20130,Waitlist,94570.32,4,Elevated,High,60.39,Liquefied Gas
RB06871,6871,Melbourne,Australia,-37.8136,144.9631,Kochi,India,9.9312,76.2673,Bulk,Bulk Service Melbourne - Kochi - Alternative 2,Melbourne → Kochi | Bulk Alternative 2,Melbourne -> Kochi,Direct,12,6779,0,2269.0,404.0,409.0,3082.0,Large Container Ship,Weekly,17148,Available,97745.0,2,Elevated,High,67.58,Grain
RB06872,6872,Melbourne,Australia,-37.8136,144.9631,Kochi,India,9.9312,76.2673,Bulk,Bulk Service Melbourne - Kochi - Alternative 3,Melbourne → Kochi | Bulk Alternative 3,Melbourne -> Kochi,Direct,13,6879,1,2314.38,412.08,417.18,3143.64,Large Container Ship,Weekly,17148,Available,99699.9,2,Elevated,High,68.93,Coal
RB06873,6873,Melbourne,Australia,-37.8136,144.9631,Kochi,India,9.9312,76.2673,Bulk,Bulk Service Melbourne - Kochi - Alternative 4,Melbourne → Kochi | Bulk Alternative 4,Melbourne -> Kochi,Direct,14,6979,2,2359.76,420.16,425.36,3205.28,Large Container Ship,Weekly,17148,Available,101654.8,2,Elevated,High,70.28,Iron Ore
RB06874,6874,Melbourne,Australia,-37.8136,144.9631,Singapore,Singapore,1.3521,103.8198,Bulk,Bulk Service Melbourne - Singapore - Alternative 4,Melbourne → Singapore | Bulk Alternative 4,Melbourne -> Singapore,Indian Ocean,10,4324,2,1914.0,260.0,642.0,2816.0,Feeder + Mainline,Every 2 days,12742,Available,55469.0,4,Low,Low,75.07,Steel
RB06875,6875,Hong Kong,Hong Kong,22.3193,114.1694,Istanbul,Türkiye,41.0082,28.9784,Bulk,Bulk Service Melbourne - Rotterdam - Alternative 1,Melbourne → Rotterdam | Bulk Alternative 1,Melbourne -> Rotterdam,Panama Canal,13,7447,1,2946.0,435.0,434.0,3815.0,Container Ship,Weekly,21193,Available,90038.0,3,Moderate,Moderate,66.94,Cement
RB06876,6876,Hong Kong,Hong Kong,22.3193,114.1694,Istanbul,Türkiye,41.0082,28.9784,Bulk,Bulk Service Melbourne - Rotterdam - Alternative 2,Melbourne → Rotterdam | Bulk Alternative 2,Melbourne -> Rotterdam,Panama Canal,14,7547,2,3004.92,443.7,442.68,3891.3,Container Ship,Weekly,21193,Available,91838.76,3,Moderate,Moderate,68.28,Fertilizer
RB06877,6877,Hong Kong,Hong Kong,22.3193,114.1694,Istanbul,Türkiye,41.0082,28.9784,Bulk,Bulk Service Melbourne - Rotterdam - Alternative 3,Melbourne → Rotterdam | Bulk Alternative 3,Melbourne -> Rotterdam,Panama Canal,15,7647,3,3063.84,452.4,451.36,3967.6,Container Ship,Weekly,21193,Available,93639.52,3,Moderate,Moderate,69.62,Petroleum
RB06878,6878,Hong Kong,Hong Kong,22.3193,114.1694,Istanbul,Türkiye,41.0082,28.9784,Bulk,Bulk Service Melbourne - Rotterdam - Alternative 4,Melbourne → Rotterdam | Bulk Alternative 4,Melbourne -> Rotterdam,Panama Canal,16,7747,4,3122.76,461.1,460.04,4043.9,Container Ship,Weekly,21193,Available,95440.28,3,Moderate,Moderate,70.96,Chemicals
